'roomId','checkIn','checkOut','adults','children','infants'
4668,'2019-1-9','2019-1-28',1,2,0'
4669,'2019-2-1','2019-2-23',2,4,1'
4670,'2019-3-14','2019-3-24',3,0,1'
4671,'2019-4-14','2019-4-27',3,3,1'
4672,'2019-5-11','2019-5-26',2,3,1'
4673,'2019-6-2','2019-6-25',4,3,1'
4674,'2019-7-9','2019-7-24',3,3,2'
4675,'2019-8-1','2019-8-25',4,3,1'
4676,'2019-9-1','2019-9-24',4,0,2'
4677,'2019-10-9','2019-10-18',4,0,0'
4678,'2019-11-11','2019-11-25',1,1,2'
4679,'2019-12-5','2019-12-21',1,3,1'
4680,'2019-1-11','2019-1-16',4,1,1'
4681,'2019-2-8','2019-2-23',1,3,2'
4682,'2019-3-6','2019-3-19',1,3,0'
4683,'2019-4-12','2019-4-19',2,4,2'
4684,'2019-5-10','2019-5-23',1,2,2'
4685,'2019-6-14','2019-6-21',1,0,0'
4686,'2019-7-11','2019-7-22',4,1,1'
4687,'2019-8-6','2019-8-21',4,2,2'
4688,'2019-9-13','2019-9-20',4,4,1'
4689,'2019-10-9','2019-10-23',2,1,1'
4690,'2019-11-4','2019-11-22',1,4,1'
4691,'2019-12-14','2019-12-26',4,4,0'
4692,'2019-1-9','2019-1-20',4,4,1'
4693,'2019-2-3','2019-2-19',1,3,2'
4694,'2019-3-14','2019-3-16',2,2,1'
4695,'2019-4-8','2019-4-21',1,2,2'
4696,'2019-5-4','2019-5-18',3,3,2'
4697,'2019-6-9','2019-6-23',3,2,0'
4698,'2019-7-14','2019-7-23',2,1,2'
4699,'2019-8-11','2019-8-16',2,0,1'
4700,'2019-9-1','2019-9-17',2,2,2'
4701,'2019-10-9','2019-10-17',2,2,1'
4702,'2019-11-1','2019-11-24',4,3,2'
4703,'2019-12-3','2019-12-19',2,4,0'
4704,'2019-1-10','2019-1-23',1,1,2'
4705,'2019-2-9','2019-2-15',1,1,2'
4706,'2019-3-2','2019-3-17',4,0,0'
4707,'2019-4-11','2019-4-18',4,1,1'
4708,'2019-5-1','2019-5-28',1,0,0'
4709,'2019-6-6','2019-6-26',4,2,1'
4710,'2019-7-3','2019-7-26',4,4,1'
4711,'2019-8-9','2019-8-28',2,2,1'
4712,'2019-9-12','2019-9-15',3,0,1'
4713,'2019-10-13','2019-10-25',1,2,0'
4714,'2019-11-3','2019-11-28',1,4,0'
4715,'2019-12-10','2019-12-18',3,1,1'
4716,'2019-1-7','2019-1-27',2,1,2'
4717,'2019-2-12','2019-2-28',1,0,2'
4718,'2019-3-10','2019-3-20',2,4,1'
4719,'2019-4-9','2019-4-16',3,3,2'
4720,'2019-5-2','2019-5-21',3,3,0'
4721,'2019-6-12','2019-6-17',1,4,0'
4722,'2019-7-4','2019-7-23',2,3,2'
4723,'2019-8-5','2019-8-23',1,3,2'
4724,'2019-9-9','2019-9-22',2,0,2'
4725,'2019-10-7','2019-10-16',3,4,2'
4726,'2019-11-11','2019-11-18',2,4,1'
4727,'2019-12-7','2019-12-28',1,2,2'
4728,'2019-1-14','2019-1-28',2,1,1'
4729,'2019-2-9','2019-2-22',2,0,0'
4730,'2019-3-14','2019-3-16',1,2,2'
4731,'2019-4-4','2019-4-23',3,1,1'
4732,'2019-5-13','2019-5-24',2,4,1'
4733,'2019-6-3','2019-6-15',4,1,2'
4734,'2019-7-3','2019-7-16',3,3,0'
4735,'2019-8-12','2019-8-17',4,3,0'
4736,'2019-9-13','2019-9-26',2,0,1'
4737,'2019-10-14','2019-10-28',2,4,2'
4738,'2019-11-6','2019-11-17',4,1,2'
4739,'2019-12-5','2019-12-20',4,3,0'
4740,'2019-1-11','2019-1-23',1,1,1'
4741,'2019-2-12','2019-2-22',3,1,1'
4742,'2019-3-3','2019-3-19',3,0,1'
4743,'2019-4-9','2019-4-16',3,1,1'
4744,'2019-5-9','2019-5-20',2,3,2'
4745,'2019-6-14','2019-6-27',4,4,1'
4746,'2019-7-9','2019-7-28',3,2,1'
4747,'2019-8-3','2019-8-28',4,2,0'
4748,'2019-9-3','2019-9-25',4,3,0'
4749,'2019-10-11','2019-10-21',2,3,1'
4750,'2019-11-9','2019-11-21',1,3,1'
4751,'2019-12-4','2019-12-19',2,1,0'
4752,'2019-1-12','2019-1-19',2,2,1'
4753,'2019-2-6','2019-2-15',3,1,2'
4754,'2019-3-1','2019-3-27',4,2,0'
4755,'2019-4-7','2019-4-21',1,0,2'
4756,'2019-5-2','2019-5-17',3,1,2'
4757,'2019-6-12','2019-6-24',4,1,0'
4758,'2019-7-3','2019-7-20',1,3,0'
4759,'2019-8-3','2019-8-28',3,2,0'
4760,'2019-9-10','2019-9-22',4,1,1'
4761,'2019-10-7','2019-10-23',1,3,0'
4762,'2019-11-8','2019-11-23',3,4,2'
4763,'2019-12-12','2019-12-23',1,2,2'
4764,'2019-1-6','2019-1-27',1,1,1'
4765,'2019-2-7','2019-2-22',1,1,1'
4766,'2019-3-1','2019-3-16',1,4,0'
4767,'2019-4-11','2019-4-23',4,4,1'
4768,'2019-5-2','2019-5-22',3,1,0'
4769,'2019-6-3','2019-6-20',2,1,1'
4770,'2019-7-13','2019-7-24',3,0,0'
4771,'2019-8-9','2019-8-19',4,3,1'
4772,'2019-9-9','2019-9-26',4,0,0'
4773,'2019-10-7','2019-10-19',4,0,2'
4774,'2019-11-3','2019-11-25',4,4,2'
4775,'2019-12-2','2019-12-24',2,4,2'
4776,'2019-1-1','2019-1-25',1,3,2'
4777,'2019-2-12','2019-2-21',2,4,1'
4778,'2019-3-2','2019-3-15',2,3,2'
4779,'2019-4-7','2019-4-18',3,0,0'
4780,'2019-5-4','2019-5-24',4,3,0'
4781,'2019-6-9','2019-6-22',1,2,2'
4782,'2019-7-2','2019-7-27',4,4,0'
4783,'2019-8-3','2019-8-26',4,0,2'
4784,'2019-9-13','2019-9-26',1,1,0'
4785,'2019-10-8','2019-10-26',1,1,2'
4786,'2019-11-10','2019-11-28',1,1,1'
4787,'2019-12-9','2019-12-25',2,1,1'
4788,'2019-1-5','2019-1-25',1,2,1'
4789,'2019-2-4','2019-2-18',4,3,2'
4790,'2019-3-5','2019-3-21',2,1,1'
4791,'2019-4-1','2019-4-21',4,0,2'
4792,'2019-5-11','2019-5-27',1,0,2'
4793,'2019-6-13','2019-6-25',2,2,2'
4794,'2019-7-10','2019-7-26',2,0,0'
4795,'2019-8-14','2019-8-18',3,1,1'
4796,'2019-9-6','2019-9-19',4,1,1'
4797,'2019-10-10','2019-10-19',3,1,0'
4798,'2019-11-3','2019-11-28',2,2,2'
4799,'2019-12-6','2019-12-21',2,0,0'
4800,'2019-1-2','2019-1-25',4,0,1'
4801,'2019-2-7','2019-2-24',1,4,0'
4802,'2019-3-12','2019-3-27',4,1,1'
4803,'2019-4-5','2019-4-18',4,3,1'
4804,'2019-5-2','2019-5-15',2,4,2'
4805,'2019-6-13','2019-6-20',4,3,1'
4806,'2019-7-1','2019-7-27',2,1,2'
4807,'2019-8-3','2019-8-23',3,1,0'
4808,'2019-9-10','2019-9-20',3,4,0'
4809,'2019-10-10','2019-10-22',3,3,0'
4810,'2019-11-9','2019-11-20',1,3,0'
4811,'2019-12-14','2019-12-17',1,1,1'
4812,'2019-1-8','2019-1-17',2,0,0'
4813,'2019-2-4','2019-2-22',2,3,1'
4814,'2019-3-3','2019-3-20',3,2,2'
4815,'2019-4-2','2019-4-18',1,3,0'
4816,'2019-5-12','2019-5-28',4,0,1'
4817,'2019-6-14','2019-6-16',2,0,2'
4818,'2019-7-11','2019-7-25',2,2,2'
4819,'2019-8-14','2019-8-15',4,3,1'
4820,'2019-9-3','2019-9-28',4,2,2'
4821,'2019-10-1','2019-10-21',2,1,0'
4822,'2019-11-2','2019-11-25',1,4,1'
4823,'2019-12-5','2019-12-18',2,3,2'
4824,'2019-1-8','2019-1-22',1,0,1'
4825,'2019-2-9','2019-2-18',4,1,0'
4826,'2019-3-7','2019-3-24',3,3,2'
4827,'2019-4-5','2019-4-26',1,3,1'
4828,'2019-5-10','2019-5-16',3,0,1'
4829,'2019-6-12','2019-6-19',4,2,1'
4830,'2019-7-14','2019-7-15',1,2,2'
4831,'2019-8-1','2019-8-23',3,4,2'
4832,'2019-9-4','2019-9-25',2,3,0'
4833,'2019-10-10','2019-10-25',2,0,1'
4834,'2019-11-1','2019-11-27',3,2,1'
4835,'2019-12-1','2019-12-18',3,4,0'
4836,'2019-1-3','2019-1-22',4,1,1'
4837,'2019-2-9','2019-2-24',4,1,0'
4838,'2019-3-8','2019-3-28',2,1,0'
4839,'2019-4-9','2019-4-28',3,1,0'
4840,'2019-5-12','2019-5-22',1,4,1'
4841,'2019-6-3','2019-6-20',1,1,0'
4842,'2019-7-8','2019-7-25',4,0,2'
4843,'2019-8-2','2019-8-22',4,4,1'
4844,'2019-9-7','2019-9-26',1,2,0'
4845,'2019-10-1','2019-10-17',2,3,1'
4846,'2019-11-9','2019-11-21',4,3,1'
4847,'2019-12-2','2019-12-22',3,4,0'
4848,'2019-1-10','2019-1-16',4,1,2'
4849,'2019-2-8','2019-2-27',1,2,2'
4850,'2019-3-4','2019-3-27',2,2,1'
4851,'2019-4-7','2019-4-22',3,2,2'
4852,'2019-5-13','2019-5-16',4,4,1'
4853,'2019-6-13','2019-6-23',2,3,1'
4854,'2019-7-1','2019-7-20',2,4,2'
4855,'2019-8-3','2019-8-26',3,3,0'
4856,'2019-9-7','2019-9-17',3,4,1'
4857,'2019-10-5','2019-10-27',4,4,1'
4858,'2019-11-12','2019-11-19',3,3,1'
4859,'2019-12-8','2019-12-22',2,0,1'
4860,'2019-1-6','2019-1-18',4,3,1'
4861,'2019-2-8','2019-2-24',3,0,0'
4862,'2019-3-2','2019-3-27',4,0,2'
4863,'2019-4-14','2019-4-15',4,2,2'
4864,'2019-5-5','2019-5-22',3,2,0'
4865,'2019-6-4','2019-6-18',4,2,0'
4866,'2019-7-1','2019-7-22',4,1,1'
4867,'2019-8-13','2019-8-20',3,4,0'
4868,'2019-9-5','2019-9-19',1,2,1'
4869,'2019-10-4','2019-10-19',4,1,0'
4870,'2019-11-5','2019-11-17',2,4,2'
4871,'2019-12-6','2019-12-16',2,1,2'
4872,'2019-1-1','2019-1-15',3,0,0'
4873,'2019-2-7','2019-2-18',3,4,1'
4874,'2019-3-11','2019-3-15',2,0,2'
4875,'2019-4-1','2019-4-23',3,2,1'
4876,'2019-5-7','2019-5-26',3,2,0'
4877,'2019-6-7','2019-6-17',3,2,2'
4878,'2019-7-6','2019-7-22',3,1,2'
4879,'2019-8-7','2019-8-15',3,2,0'
4880,'2019-9-3','2019-9-15',2,3,2'
4881,'2019-10-4','2019-10-15',4,3,0'
4882,'2019-11-7','2019-11-15',4,2,2'
4883,'2019-12-5','2019-12-26',3,2,2'
4884,'2019-1-2','2019-1-25',1,4,0'
4885,'2019-2-9','2019-2-18',1,0,1'
4886,'2019-3-3','2019-3-26',2,1,0'
4887,'2019-4-1','2019-4-24',4,0,1'
4888,'2019-5-6','2019-5-20',1,0,2'
4889,'2019-6-13','2019-6-21',4,0,0'
4890,'2019-7-3','2019-7-21',1,0,2'
4891,'2019-8-11','2019-8-16',3,0,2'
4892,'2019-9-8','2019-9-28',2,2,2'
4893,'2019-10-5','2019-10-28',2,3,2'
4894,'2019-11-10','2019-11-19',2,3,1'
4895,'2019-12-7','2019-12-24',2,2,2'
4896,'2019-1-5','2019-1-27',4,3,0'
4897,'2019-2-11','2019-2-21',2,3,0'
4898,'2019-3-11','2019-3-21',2,3,1'
4899,'2019-4-3','2019-4-25',4,2,1'
4900,'2019-5-6','2019-5-28',4,2,1'
4901,'2019-6-12','2019-6-18',2,2,2'
4902,'2019-7-4','2019-7-19',4,4,2'
4903,'2019-8-6','2019-8-22',1,3,2'
4904,'2019-9-9','2019-9-17',1,3,0'
4905,'2019-10-1','2019-10-24',3,1,2'
4906,'2019-11-5','2019-11-19',2,0,1'
4907,'2019-12-6','2019-12-21',2,1,1'
4908,'2019-1-8','2019-1-23',3,0,1'
4909,'2019-2-1','2019-2-28',4,1,2'
4910,'2019-3-10','2019-3-27',2,4,1'
4911,'2019-4-1','2019-4-16',2,2,1'
4912,'2019-5-4','2019-5-15',1,4,2'
4913,'2019-6-13','2019-6-28',4,1,1'
4914,'2019-7-10','2019-7-24',3,4,0'
4915,'2019-8-7','2019-8-19',2,3,2'
4916,'2019-9-14','2019-9-26',4,1,0'
4917,'2019-10-13','2019-10-28',4,3,0'
4918,'2019-11-1','2019-11-18',3,3,2'
4919,'2019-12-5','2019-12-18',1,0,1'
4920,'2019-1-7','2019-1-28',1,2,2'
4921,'2019-2-11','2019-2-23',4,2,0'
4922,'2019-3-4','2019-3-25',1,2,2'
4923,'2019-4-1','2019-4-19',4,0,0'
4924,'2019-5-14','2019-5-21',1,3,2'
4925,'2019-6-6','2019-6-24',1,1,2'
4926,'2019-7-9','2019-7-22',1,0,2'
4927,'2019-8-4','2019-8-21',2,4,1'
4928,'2019-9-3','2019-9-26',3,3,0'
4929,'2019-10-1','2019-10-15',1,3,2'
4930,'2019-11-7','2019-11-20',4,2,0'
4931,'2019-12-7','2019-12-26',4,2,2'
4932,'2019-1-7','2019-1-18',4,2,1'
4933,'2019-2-7','2019-2-20',2,4,2'
4934,'2019-3-10','2019-3-23',1,2,0'
4935,'2019-4-8','2019-4-20',1,0,1'
4936,'2019-5-3','2019-5-28',2,1,1'
4937,'2019-6-4','2019-6-27',2,1,2'
4938,'2019-7-6','2019-7-19',3,3,2'
4939,'2019-8-12','2019-8-16',3,1,1'
4940,'2019-9-2','2019-9-25',1,1,1'
4941,'2019-10-5','2019-10-20',2,3,2'
4942,'2019-11-1','2019-11-25',3,0,0'
4943,'2019-12-4','2019-12-28',2,4,1'
4944,'2019-1-13','2019-1-19',4,3,0'
4945,'2019-2-13','2019-2-20',3,3,1'
4946,'2019-3-12','2019-3-15',1,4,1'
4947,'2019-4-13','2019-4-20',2,4,2'
4948,'2019-5-10','2019-5-19',2,2,1'
4949,'2019-6-7','2019-6-18',4,3,2'
4950,'2019-7-13','2019-7-27',1,1,2'
4951,'2019-8-9','2019-8-27',3,0,0'
4952,'2019-9-4','2019-9-18',1,2,2'
4953,'2019-10-9','2019-10-16',4,2,2'
4954,'2019-11-1','2019-11-19',1,2,0'
4955,'2019-12-7','2019-12-26',4,2,2'
4956,'2019-1-9','2019-1-20',2,3,0'
4957,'2019-2-6','2019-2-17',1,1,1'
4958,'2019-3-7','2019-3-19',1,0,0'
4959,'2019-4-8','2019-4-22',2,1,2'
4960,'2019-5-10','2019-5-28',4,0,1'
4961,'2019-6-12','2019-6-23',2,0,2'
4962,'2019-7-8','2019-7-28',2,0,1'
4963,'2019-8-12','2019-8-27',1,1,0'
4964,'2019-9-1','2019-9-26',4,0,2'
4965,'2019-10-13','2019-10-24',4,2,0'
4966,'2019-11-13','2019-11-27',1,3,2'
4967,'2019-12-11','2019-12-21',2,4,0'
4968,'2019-1-11','2019-1-23',3,4,1'
4969,'2019-2-10','2019-2-22',2,1,2'
4970,'2019-3-13','2019-3-28',3,0,1'
4971,'2019-4-1','2019-4-18',2,1,1'
4972,'2019-5-8','2019-5-18',2,3,2'
4973,'2019-6-1','2019-6-27',3,3,1'
4974,'2019-7-9','2019-7-20',4,3,0'
4975,'2019-8-8','2019-8-28',3,0,0'
4976,'2019-9-4','2019-9-27',1,0,0'
4977,'2019-10-12','2019-10-26',2,4,0'
4978,'2019-11-7','2019-11-25',3,1,1'
4979,'2019-12-10','2019-12-20',1,3,1'
4980,'2019-1-8','2019-1-17',1,1,1'
4981,'2019-2-3','2019-2-18',3,0,0'
4982,'2019-3-2','2019-3-15',1,3,1'
4983,'2019-4-2','2019-4-20',2,4,0'
4984,'2019-5-11','2019-5-18',2,0,1'
4985,'2019-6-2','2019-6-28',4,0,0'
4986,'2019-7-12','2019-7-26',3,0,2'
4987,'2019-8-6','2019-8-21',1,2,1'
4988,'2019-9-12','2019-9-28',3,2,2'
4989,'2019-10-13','2019-10-22',3,3,0'
4990,'2019-11-12','2019-11-20',4,1,0'
4991,'2019-12-1','2019-12-18',3,1,2'
4992,'2019-1-11','2019-1-24',1,3,1'
4993,'2019-2-7','2019-2-19',2,4,0'
4994,'2019-3-10','2019-3-21',1,3,2'
4995,'2019-4-8','2019-4-20',2,2,2'
4996,'2019-5-12','2019-5-23',1,4,0'
4997,'2019-6-10','2019-6-18',4,0,1'
4998,'2019-7-6','2019-7-21',3,4,0'
4999,'2019-8-13','2019-8-27',4,0,0'
5000,'2019-9-3','2019-9-20',1,0,0'
5001,'2019-10-4','2019-10-19',3,3,1'
5002,'2019-11-4','2019-11-21',4,1,0'
5003,'2019-12-14','2019-12-18',4,4,2'
5004,'2019-1-11','2019-1-21',4,1,2'
5005,'2019-2-6','2019-2-17',4,3,1'
5006,'2019-3-10','2019-3-20',2,2,0'
5007,'2019-4-13','2019-4-16',3,4,1'
5008,'2019-5-10','2019-5-16',2,1,1'
5009,'2019-6-14','2019-6-15',1,0,2'
5010,'2019-7-5','2019-7-21',4,0,0'
5011,'2019-8-5','2019-8-16',3,0,0'
5012,'2019-9-3','2019-9-27',4,2,1'
5013,'2019-10-2','2019-10-26',4,0,0'
5014,'2019-11-13','2019-11-27',2,1,0'
5015,'2019-12-13','2019-12-19',3,0,1'
5016,'2019-1-1','2019-1-16',4,0,0'
5017,'2019-2-8','2019-2-27',1,3,2'
5018,'2019-3-8','2019-3-16',1,3,0'
5019,'2019-4-8','2019-4-15',3,4,0'
5020,'2019-5-10','2019-5-22',3,2,0'
5021,'2019-6-10','2019-6-25',1,4,1'
5022,'2019-7-14','2019-7-19',4,1,0'
5023,'2019-8-1','2019-8-25',2,0,2'
5024,'2019-9-5','2019-9-21',2,0,2'
5025,'2019-10-11','2019-10-20',1,0,0'
5026,'2019-11-11','2019-11-28',4,4,2'
5027,'2019-12-2','2019-12-25',4,4,1'
5028,'2019-1-3','2019-1-16',1,4,2'
5029,'2019-2-14','2019-2-23',2,2,1'
5030,'2019-3-1','2019-3-16',2,3,1'
5031,'2019-4-3','2019-4-24',2,2,2'
5032,'2019-5-4','2019-5-15',4,3,1'
5033,'2019-6-11','2019-6-23',2,2,2'
5034,'2019-7-3','2019-7-15',1,4,0'
5035,'2019-8-6','2019-8-15',3,1,1'
5036,'2019-9-8','2019-9-19',2,1,2'
5037,'2019-10-7','2019-10-23',2,3,0'
5038,'2019-11-12','2019-11-15',4,1,2'
5039,'2019-12-6','2019-12-15',4,2,1'
5040,'2019-1-13','2019-1-26',3,1,1'
5041,'2019-2-3','2019-2-17',4,0,1'
5042,'2019-3-13','2019-3-23',2,0,2'
5043,'2019-4-7','2019-4-28',1,2,2'
5044,'2019-5-11','2019-5-28',2,1,1'
5045,'2019-6-1','2019-6-19',1,2,2'
5046,'2019-7-4','2019-7-25',4,1,1'
5047,'2019-8-8','2019-8-19',3,4,2'
5048,'2019-9-1','2019-9-22',3,3,2'
5049,'2019-10-7','2019-10-17',4,0,1'
5050,'2019-11-9','2019-11-21',1,2,2'
5051,'2019-12-3','2019-12-18',2,1,2'
5052,'2019-1-10','2019-1-21',4,1,0'
5053,'2019-2-4','2019-2-24',2,3,0'
5054,'2019-3-4','2019-3-15',3,2,1'
5055,'2019-4-1','2019-4-20',1,1,2'
5056,'2019-5-9','2019-5-21',3,4,0'
5057,'2019-6-4','2019-6-16',2,1,0'
5058,'2019-7-5','2019-7-26',3,1,1'
5059,'2019-8-13','2019-8-27',1,1,2'
5060,'2019-9-3','2019-9-19',4,0,0'
5061,'2019-10-14','2019-10-20',3,2,0'
5062,'2019-11-7','2019-11-17',3,2,1'
5063,'2019-12-11','2019-12-28',1,1,2'
5064,'2019-1-11','2019-1-24',3,4,2'
5065,'2019-2-11','2019-2-19',4,4,2'
5066,'2019-3-7','2019-3-17',4,4,1'
5067,'2019-4-8','2019-4-21',1,3,1'
5068,'2019-5-12','2019-5-21',4,1,0'
5069,'2019-6-11','2019-6-20',4,4,0'
5070,'2019-7-9','2019-7-19',3,4,2'
5071,'2019-8-9','2019-8-22',3,4,2'
5072,'2019-9-10','2019-9-16',2,3,1'
5073,'2019-10-10','2019-10-19',2,0,2'
5074,'2019-11-9','2019-11-15',1,4,2'
5075,'2019-12-11','2019-12-27',4,1,1'
5076,'2019-1-3','2019-1-25',4,3,0'
5077,'2019-2-9','2019-2-18',2,4,0'
5078,'2019-3-14','2019-3-22',2,3,2'
5079,'2019-4-10','2019-4-27',4,3,2'
5080,'2019-5-1','2019-5-15',4,3,2'
5081,'2019-6-8','2019-6-18',4,1,0'
5082,'2019-7-11','2019-7-28',2,0,2'
5083,'2019-8-6','2019-8-28',4,4,1'
5084,'2019-9-10','2019-9-17',2,3,2'
5085,'2019-10-13','2019-10-16',3,4,2'
5086,'2019-11-1','2019-11-28',4,4,1'
5087,'2019-12-9','2019-12-15',1,4,0'
5088,'2019-1-11','2019-1-20',2,3,2'
5089,'2019-2-3','2019-2-21',4,4,1'
5090,'2019-3-3','2019-3-15',2,1,0'
5091,'2019-4-11','2019-4-26',4,0,2'
5092,'2019-5-3','2019-5-26',1,3,1'
5093,'2019-6-2','2019-6-18',4,3,0'
5094,'2019-7-6','2019-7-28',3,2,2'
5095,'2019-8-11','2019-8-15',1,3,2'
5096,'2019-9-14','2019-9-17',1,3,2'
5097,'2019-10-5','2019-10-24',1,4,2'
5098,'2019-11-4','2019-11-26',4,1,1'
5099,'2019-12-4','2019-12-23',1,0,0'
5100,'2019-1-1','2019-1-17',3,0,2'
5101,'2019-2-5','2019-2-22',2,1,1'
5102,'2019-3-2','2019-3-20',2,4,0'
5103,'2019-4-13','2019-4-19',3,2,2'
5104,'2019-5-6','2019-5-28',3,0,1'
5105,'2019-6-10','2019-6-26',1,0,0'
5106,'2019-7-1','2019-7-20',2,4,0'
5107,'2019-8-13','2019-8-15',3,3,0'
5108,'2019-9-11','2019-9-28',4,2,2'
5109,'2019-10-12','2019-10-17',4,2,2'
5110,'2019-11-9','2019-11-17',1,3,0'
5111,'2019-12-14','2019-12-16',3,0,2'
5112,'2019-1-13','2019-1-17',1,1,1'
5113,'2019-2-5','2019-2-26',2,0,1'
5114,'2019-3-9','2019-3-27',4,3,0'
5115,'2019-4-9','2019-4-15',4,2,2'
5116,'2019-5-11','2019-5-22',1,2,1'
5117,'2019-6-9','2019-6-16',2,3,2'
5118,'2019-7-7','2019-7-18',3,2,2'
5119,'2019-8-9','2019-8-18',1,3,2'
5120,'2019-9-11','2019-9-21',4,0,0'
5121,'2019-10-1','2019-10-27',4,4,2'
5122,'2019-11-1','2019-11-15',1,1,2'
5123,'2019-12-4','2019-12-15',3,0,0'
5124,'2019-1-5','2019-1-28',2,2,0'
5125,'2019-2-11','2019-2-17',4,2,1'
5126,'2019-3-5','2019-3-17',2,0,0'
5127,'2019-4-7','2019-4-28',1,1,0'
5128,'2019-5-1','2019-5-17',4,1,0'
5129,'2019-6-2','2019-6-24',2,2,0'
5130,'2019-7-14','2019-7-15',2,0,1'
5131,'2019-8-7','2019-8-23',4,3,2'
5132,'2019-9-6','2019-9-17',4,1,0'
5133,'2019-10-8','2019-10-22',3,1,0'
5134,'2019-11-10','2019-11-17',1,1,0'
5135,'2019-12-10','2019-12-25',2,4,2'
5136,'2019-1-12','2019-1-15',1,4,2'
5137,'2019-2-1','2019-2-22',3,0,0'
5138,'2019-3-2','2019-3-22',1,0,1'
5139,'2019-4-5','2019-4-26',2,2,0'
5140,'2019-5-6','2019-5-25',4,2,0'
5141,'2019-6-11','2019-6-16',4,3,1'
5142,'2019-7-13','2019-7-15',4,1,2'
5143,'2019-8-10','2019-8-28',2,1,1'
5144,'2019-9-5','2019-9-21',4,0,0'
5145,'2019-10-6','2019-10-17',2,4,0'
5146,'2019-11-2','2019-11-25',3,1,1'
5147,'2019-12-8','2019-12-28',3,3,2'
5148,'2019-1-5','2019-1-18',1,3,0'
5149,'2019-2-1','2019-2-17',4,0,1'
5150,'2019-3-11','2019-3-23',1,4,0'
5151,'2019-4-9','2019-4-15',4,1,0'
5152,'2019-5-9','2019-5-21',4,2,1'
5153,'2019-6-9','2019-6-28',2,3,0'
5154,'2019-7-7','2019-7-20',1,1,1'
5155,'2019-8-11','2019-8-16',4,3,2'
5156,'2019-9-10','2019-9-26',3,0,2'
5157,'2019-10-3','2019-10-17',2,3,0'
5158,'2019-11-11','2019-11-21',2,2,0'
5159,'2019-12-12','2019-12-22',4,2,2'
5160,'2019-1-7','2019-1-25',1,2,2'
5161,'2019-2-4','2019-2-20',2,4,1'
5162,'2019-3-9','2019-3-15',4,2,2'
5163,'2019-4-4','2019-4-17',3,3,1'
5164,'2019-5-13','2019-5-24',3,2,1'
5165,'2019-6-14','2019-6-21',2,0,1'
5166,'2019-7-11','2019-7-28',2,2,2'
5167,'2019-8-9','2019-8-15',4,2,2'
5168,'2019-9-4','2019-9-22',4,2,2'
5169,'2019-10-2','2019-10-15',1,2,1'
5170,'2019-11-11','2019-11-19',2,3,1'
5171,'2019-12-11','2019-12-26',2,4,2'
5172,'2019-1-9','2019-1-20',1,2,2'
5173,'2019-2-3','2019-2-20',1,3,0'
5174,'2019-3-1','2019-3-19',4,3,0'
5175,'2019-4-6','2019-4-16',4,4,0'
5176,'2019-5-7','2019-5-21',1,0,2'
5177,'2019-6-2','2019-6-25',4,0,1'
5178,'2019-7-13','2019-7-16',3,0,0'
5179,'2019-8-11','2019-8-16',1,3,2'
5180,'2019-9-12','2019-9-23',3,3,0'
5181,'2019-10-9','2019-10-16',2,3,1'
5182,'2019-11-5','2019-11-22',1,2,0'
5183,'2019-12-7','2019-12-17',1,4,0'
5184,'2019-1-14','2019-1-20',2,3,2'
5185,'2019-2-3','2019-2-21',4,4,1'
5186,'2019-3-5','2019-3-16',1,2,1'
5187,'2019-4-14','2019-4-27',3,3,2'
5188,'2019-5-6','2019-5-26',4,2,2'
5189,'2019-6-5','2019-6-21',1,3,0'
5190,'2019-7-4','2019-7-18',4,3,1'
5191,'2019-8-8','2019-8-23',2,3,1'
5192,'2019-9-13','2019-9-17',2,2,2'
5193,'2019-10-4','2019-10-21',4,2,1'
5194,'2019-11-1','2019-11-18',4,0,2'
5195,'2019-12-2','2019-12-16',1,1,2'
5196,'2019-1-8','2019-1-23',2,2,2'
5197,'2019-2-5','2019-2-25',3,2,1'
5198,'2019-3-12','2019-3-26',2,2,1'
5199,'2019-4-4','2019-4-17',3,1,1'
5200,'2019-5-3','2019-5-19',3,3,1'
5201,'2019-6-10','2019-6-18',3,1,2'
5202,'2019-7-9','2019-7-15',1,0,1'
5203,'2019-8-9','2019-8-17',3,1,2'
5204,'2019-9-4','2019-9-22',4,4,2'
5205,'2019-10-1','2019-10-21',3,2,0'
5206,'2019-11-11','2019-11-16',3,4,0'
5207,'2019-12-13','2019-12-20',1,2,1'
5208,'2019-1-14','2019-1-19',2,1,0'
5209,'2019-2-9','2019-2-21',2,2,0'
5210,'2019-3-5','2019-3-23',1,2,2'
5211,'2019-4-13','2019-4-17',2,2,2'
5212,'2019-5-2','2019-5-21',3,4,2'
5213,'2019-6-9','2019-6-20',1,0,0'
5214,'2019-7-5','2019-7-23',4,4,1'
5215,'2019-8-3','2019-8-21',2,1,1'
5216,'2019-9-11','2019-9-25',4,4,2'
5217,'2019-10-8','2019-10-19',2,0,1'
5218,'2019-11-12','2019-11-25',4,1,1'
5219,'2019-12-5','2019-12-27',4,2,0'
5220,'2019-1-2','2019-1-25',3,4,1'
5221,'2019-2-12','2019-2-21',2,3,2'
5222,'2019-3-14','2019-3-20',4,2,0'
5223,'2019-4-3','2019-4-19',2,0,2'
5224,'2019-5-14','2019-5-24',3,2,1'
5225,'2019-6-4','2019-6-27',3,3,0'
5226,'2019-7-6','2019-7-21',3,0,0'
